,year,month,day,humidity,sha_tin_min,sha_tin_max,happy_velley_min,happy_velley_max
2569,2015,01,13,78-98,10.8,13.3,11.4,14.4
2570,2015,01,14,50-82,10.0,18.1,10.5,20.2
2571,2015,01,15,54-81,8.0,18.6,8.6,20.1
2572,2015,01,16,47-86,12.4,21.8,13.7,22.0
2573,2015,01,17,50-80,13.5,18.7,11.4,18.9
2574,2015,01,18,42-80,11.4,20.0,13.4,21.0
2575,2015,01,19,36-75,11.8,20.0,11.8,20.5
2576,2015,01,20,51-81,11.7,19.6,13.4,19.5
2577,2015,01,21,49-83,10.2,22.4,11.2,22.5
2578,2015,01,22,31-66,9.9,22.0,11.2,21.9
2579,2015,01,23,53-82,8.9,19.9,10.9,20.6
2580,2015,01,24,69-90,15.4,18.1,15.7,20.5
2581,2015,01,25,71-87,16.6,21.3,16.7,20.9
2582,2015,01,26,72-89,15.1,22.5,15.7,23.0
2583,2015,01,27,73-88,15.5,20.3,16.3,20.1
2584,2015,01,28,69-84,15.5,19.0,16.0,19.3
2585,2015,01,29,67-88,13.1,20.4,13.6,21.7
2586,2015,01,30,65-87,13.7,19.4,14.5,20.5
2587,2015,01,31,75-86,12.5,15.8,13.8,16.4
2588,2015,02,01,68-83,12.2,17.0,13.3,17.2
2589,2015,02,02,63-85,13.4,20.0,14.8,20.2
2590,2015,02,03,68-86,13.3,21.3,15.5,21.7
2591,2015,02,04,68-88,12.8,19.2,14.4,19.2
2592,2015,02,05,55-73,11.4,15.6,12.8,17.3
2593,2015,02,06,59-81,10.1,14.9,11.0,15.6
2594,2015,02,07,64-80,13.5,18.9,14.2,19.5
2595,2015,02,08,37-75,13.9,18.9,14.5,19.9
2596,2015,02,09,57-74,11.2,17.4,12.9,17.8
2597,2015,02,10,61-77,9.5,17.0,10.9,17.6
2598,2015,02,11,57-81,10.2,20.2,11.6,20.1
2599,2015,02,12,37-72,11.3,22.1,12.6,22.3
2600,2015,02,13,35-66,9.5,22.5,11.8,22.6
2601,2015,02,14,43-71,15.6,23.1,16.2,22.6
2602,2015,02,15,72-96,17.3,20.0,18.3,21.0
2603,2015,02,16,81-97,16.3,22.7,17.0,22.9
2604,2015,02,17,67-96,16.4,22.4,17.2,22.4
2605,2015,02,18,68-88,16.4,20.1,17.2,20.3
2606,2015,02,19,72-87,15.6,18.0,16.1,18.4
2607,2015,02,20,76-90,15.1,18.6,15.7,19.5
2608,2015,02,21,85-95,17.8,21.8,17.7,22.6
2609,2015,02,22,87-98,18.5,23.8,19.2,23.9
2610,2015,02,23,90-98,18.0,20.7,18.3,20.7
2611,2015,02,24,89-97,18.2,21.4,18.6,21.8
2612,2015,02,25,91-98,19.0,21.1,19.9,23.6
2613,2015,02,26,81-97,19.4,25.3,20.0,25.6
2614,2015,02,27,92-95,17.7,22.3,18.1,22.6
2615,2015,02,28,86-94,17.2,19.7,17.3,20.4
2616,2015,03,01,59-92,16.4,21.0,17.9,21.3
2617,2015,03,02,78-91,16.4,17.9,17.0,18.9
2618,2015,03,03,80-95,16.3,22.1,17.0,24.4
2619,2015,03,04,88-96,15.6,19.0,16.1,19.8
2620,2015,03,05,89-97,15.3,16.8,16.0,18.0
2621,2015,03,06,92-95,15.9,17.1,16.7,17.7
2622,2015,03,07,86-94,15.3,18.2,16.5,20.1
2623,2015,03,08,80-91,16.8,19.5,17.1,21.3
2624,2015,03,09,70-94,15.7,26.2,16.5,26.2
2625,2015,03,10,63-84,14.9,19.9,15.7,19.9
2626,2015,03,11,73-92,14.5,16.8,15.4,17.7
2627,2015,03,12,85-96,13.9,16.2,14.8,17.3
2628,2015,03,13,71-83,15.5,18.9,16.0,19.7
2629,2015,03,14,74-89,18.3,21.1,17.3,21.5
2630,2015,03,15,89-97,19.8,22.3,20.2,24.5
2631,2015,03,16,86-97,19.7,23.8,19.6,25.5
2632,2015,03,17,81-97,20.8,24.8,21.9,26.3
2633,2015,03,18,84-97,21.0,26.0,21.8,27.6
2634,2015,03,19,79-96,21.1,28.3,23.7,29.4
2635,2015,03,20,66-95,19.9,27.6,21.3,29.3
2636,2015,03,21,75-94,18.6,25.5,19.8,26.9
2637,2015,03,22,69-92,19.3,21.8,19.6,22.6
2638,2015,03,23,52-80,18.5,24.7,18.9,25.1
2639,2015,03,24,66-83,17.6,22.2,18.2,21.6
2640,2015,03,25,73-81,16.7,18.7,17.4,18.9
2641,2015,03,26,72-96,16.8,20.3,17.2,20.9
2642,2015,03,27,75-97,17.5,23.3,17.8,25.4
2643,2015,03,28,65-93,17.4,24.4,18.3,25.2
2644,2015,03,29,63-89,17.9,25.9,19.7,27.3
2645,2015,03,30,80-93,21.3,27.0,21.9,27.4
2646,2015,03,31,82-95,21.5,27.5,22.7,27.5
2647,2015,04,01,75-95,22.6,27.7,23.7,26.8
2648,2015,04,02,74-91,23.5,27.5,23.9,27.0
2649,2015,04,03,78-89,25.0,28.6,24.8,28.2
2650,2015,04,04,70-90,24.9,30.1,25.4,28.6
2651,2015,04,05,58-93,22.6,30.3,23.5,30.3
2652,2015,04,06,70-91,21.4,31.1,22.6,30.8
2653,2015,04,07,72-89,19.4,27.4,21.3,28.2
2654,2015,04,08,69-96,15.3,19.4,16.2,21.4
2655,2015,04,09,84-96,14.8,18.9,16.2,19.5
2656,2015,04,10,80-95,15.1,17.7,16.7,20.4
2657,2015,04,11,90-99,14.7,17.2,16.4,18.3
2658,2015,04,12,66-97,15.9,23.8,17.0,23.8
2659,2015,04,13,38-77,13.8,27.8,15.0,28.5
2660,2015,04,14,29-61,13.6,25.9,16.7,26.5
2661,2015,04,15,36-75,13.5,27.2,15.1,26.7
2662,2015,04,16,57-81,15.4,27.2,16.9,26.7
2663,2015,04,17,57-87,17.5,27.4,18.8,26.4
2664,2015,04,18,80-90,22.8,27.9,23.4,26.9
2665,2015,04,19,80-87,26.1,28.0,25.6,26.9
2666,2015,04,20,78-91,22.8,28.9,24.2,27.5
2667,2015,04,21,65-87,21.2,25.2,22.4,26.0
2668,2015,04,22,65-88,20.7,25.6,21.6,26.0
2669,2015,04,23,56-80,21.1,23.9,22.1,23.8
2670,2015,04,24,56-83,20.8,28.5,21.7,29.6
2671,2015,04,25,65-85,20.6,26.0,21.7,27.2
2672,2015,04,26,61-84,21.4,26.5,22.2,27.4
2673,2015,04,27,60-87,19.7,28.7,21.4,30.2
2674,2015,04,28,64-90,21.2,29.2,22.0,29.3
2675,2015,04,29,67-89,22.2,31.4,23.5,30.6
2676,2015,04,30,60-91,23.2,31.7,24.2,31.2
2677,2015,05,01,68-88,25.4,29.7,25.5,29.7
2678,2015,05,02,72-86,26.2,30.1,26.4,28.8
2679,2015,05,03,70-86,26.4,31.2,26.8,30.2
2680,2015,05,04,70-84,26.5,31.5,26.8,30.0
2681,2015,05,05,71-96,23.8,31.4,24.6,29.6
2682,2015,05,06,77-97,23.8,29.5,24.7,29.0
2683,2015,05,07,75-91,25.3,31.4,26.8,30.1
2684,2015,05,08,71-85,26.6,31.0,27.1,30.0
2685,2015,05,09,73-94,23.5,31.4,23.8,30.2
2686,2015,05,10,82-97,23.4,29.8,23.6,29.3
2687,2015,05,11,78-97,23.2,29.2,23.2,31.0
2688,2015,05,12,63-92,22.9,29.5,23.1,31.3
2689,2015,05,13,78-90,24.7,27.2,25.3,29.5
2690,2015,05,14,63-90,24.9,31.2,26.2,30.7
2691,2015,05,15,67-87,26.7,32.4,27.5,31.9
2692,2015,05,16,81-97,23.6,28.6,24.6,29.5
2693,2015,05,17,78-95,23.7,30.0,24.1,30.5
2694,2015,05,18,75-94,25.0,30.1,26.2,29.4
2695,2015,05,19,80-88,27.3,29.9,27.7,28.8
2696,2015,05,20,82-97,24.0,30.5,25.3,29.3
2697,2015,05,21,87-98,22.6,25.5,23.1,25.7
2698,2015,05,22,89-96,22.5,24.0,22.7,24.6
2699,2015,05,23,94-99,23.5,26.3,23.8,28.1
2700,2015,05,24,84-99,23.7,29.6,24.9,30.5
2701,2015,05,25,68-98,24.5,32.8,25.6,32.9
2702,2015,05,26,86-98,24.1,27.2,24.8,29.1
2703,2015,05,27,77-92,25.4,31.4,28.1,30.0
2704,2015,05,28,71-90,28.6,32.8,28.6,32.1
2705,2015,05,29,73-84,28.8,32.7,28.9,32.3
2706,2015,05,30,71-92,25.4,32.7,25.6,32.6
2707,2015,05,31,73-92,25.7,32.1,25.5,31.6
2708,2015,06,01,76-91,26.5,31.3,28.8,30.7
2709,2015,06,02,68-92,27.7,32.2,27.0,31.7
2710,2015,06,03,66-86,26.9,32.8,27.9,32.5
2711,2015,06,04,64-88,27.9,32.9,28.0,33.5
2712,2015,06,05,73-86,25.3,31.8,28.2,32.0
2713,2015,06,06,68-85,25.2,32.8,27.4,32.1
2714,2015,06,07,70-83,27.3,32.8,27.6,32.7
2715,2015,06,08,65-89,27.0,32.6,28.3,32.4
2716,2015,06,09,69-84,27.9,32.7,28.4,32.1
2717,2015,06,10,72-90,27.0,33.0,26.0,31.7
2718,2015,06,11,70-91,26.4,33.0,27.7,32.6
2719,2015,06,12,70-98,26.1,32.5,25.7,32.1
2720,2015,06,13,67-84,28.3,32.5,28.5,32.2
2721,2015,06,14,66-93,27.3,33.2,28.5,32.5
2722,2015,06,15,59-94,26.9,33.8,26.9,33.7
2723,2015,06,16,63-88,26.3,33.8,26.9,33.3
2724,2015,06,17,65-85,28.3,33.5,28.6,34.1
2725,2015,06,18,56-86,28.4,33.8,28.5,34.8
2726,2015,06,19,52-86,28.1,34.4,28.7,35.0
2727,2015,06,20,57-85,27.6,34.6,28.6,34.4
2728,2015,06,21,78-97,26.4,32.3,26.4,32.4
2729,2015,06,22,85-98,26.9,30.8,27.0,32.0
2730,2015,06,23,85-98,25.5,30.0,26.0,30.4
2731,2015,06,24,80-97,26.4,30.5,26.3,30.3
2732,2015,06,25,82-97,26.7,30.3,26.7,30.2
2733,2015,06,26,67-96,26.8,32.2,26.9,31.9
2734,2015,06,27,70-84,28.8,33.4,28.8,32.8
2735,2015,06,28,62-91,27.4,34.0,28.1,33.4
2736,2015,06,29,63-84,28.6,33.3,28.4,33.8
2737,2015,06,30,69-81,28.8,33.2,29.1,32.7
2738,2015,07,01,72-84,29.1,33.3,29.3,32.5
2739,2015,07,02,71-84,29.2,33.5,29.6,33.1
2740,2015,07,03,70-85,29.1,33.9,29.3,32.8
2741,2015,07,04,62-86,27.6,33.3,28.8,33.4
2742,2015,07,05,68-87,26.5,32.9,27.8,33.7
2743,2015,07,06,65-85,27.2,32.5,27.9,33.0
2744,2015,07,07,57-71,26.5,32.4,27.2,33.6
2745,2015,07,08,58-70,26.2,32.4,27.1,34.4
2746,2015,07,09,66-97,25.0,29.7,25.5,31.3
2747,2015,07,10,67-98,26.1,32.5,25.9,33.5
2748,2015,07,11,59-88,26.4,35.1,26.9,36.0
2749,2015,07,12,62-89,27.7,35.5,28.6,35.5
2750,2015,07,13,61-87,28.4,34.9,29.0,34.5
2751,2015,07,14,67-86,27.2,34.0,28.4,33.8
2752,2015,07,15,71-89,27.3,33.1,28.6,33.3
2753,2015,07,16,70-87,0.0,0.0,27.5,33.6
2754,2015,07,17,65-93,0.0,0.0,26.9,34.3
2755,2015,07,18,69-88,26.3,31.6,27.4,32.6
2756,2015,07,19,62-82,27.5,33.6,28.0,33.3
2757,2015,07,20,79-98,26.1,28.6,26.1,29.2
2758,2015,07,21,77-96,25.1,27.6,25.2,28.2
2759,2015,07,22,84-98,24.5,28.7,23.9,28.5
2760,2015,07,23,81-98,25.1,29.5,24.6,28.8
2761,2015,07,24,78-88,24.7,29.9,27.2,29.3
2762,2015,07,25,77-89,26.3,29.7,26.7,30.0
2763,2015,07,26,70-93,25.4,31.4,26.0,30.4
2764,2015,07,27,70-87,25.8,31.6,27.4,30.9
2765,2015,07,28,61-87,25.4,32.6,27.1,32.5
2766,2015,07,29,67-93,25.1,31.5,25.4,31.3
2767,2015,07,30,68-93,24.8,31.0,25.9,31.6
2768,2015,07,31,67-89,23.9,31.8,24.8,32.0
2769,2015,08,01,65-87,25.3,31.5,25.6,32.4
2770,2015,08,02,64-87,23.9,32.5,24.9,33.3
2771,2015,08,03,59-88,24.9,33.1,26.2,33.6
2772,2015,08,04,59-90,24.4,32.8,25.8,33.4
2773,2015,08,05,62-85,25.2,32.9,26.3,33.6
2774,2015,08,06,59-85,25.7,34.5,26.3,34.1
2775,2015,08,07,56-83,26.4,36.4,27.7,36.0
2776,2015,08,08,47-80,29.0,36.8,29.6,37.9
2777,2015,08,09,54-94,24.6,35.9,26.2,36.3
2778,2015,08,10,71-96,25.5,31.5,25.0,31.3
2779,2015,08,11,54-95,26.0,32.8,26.0,33.4
2780,2015,08,12,63-91,26.5,33.1,27.2,34.0
2781,2015,08,13,81-93,26.7,29.4,26.3,29.6
2782,2015,08,14,79-98,24.7,29.0,25.1,29.3
2783,2015,08,15,80-96,24.7,28.6,25.1,29.5
2784,2015,08,16,78-92,25.2,31.4,28.2,31.4
2785,2015,08,17,70-93,28.0,32.7,28.6,33.1
2786,2015,08,18,65-89,28.2,33.0,28.7,33.2
2787,2015,08,19,65-89,28.1,33.2,28.5,33.7
2788,2015,08,20,72-94,25.6,31.6,26.8,33.3
2789,2015,08,21,68-88,27.5,34.4,27.8,35.0
2790,2015,08,22,65-83,27.9,33.9,28.4,34.8
2791,2015,08,23,60-91,27.3,34.9,27.5,36.0
2792,2015,08,24,54-88,27.0,34.8,28.3,35.2
2793,2015,08,25,53-79,25.4,33.8,26.7,34.5
2794,2015,08,26,69-91,26.2,32.1,27.4,32.6
2795,2015,08,27,67-89,26.0,32.2,26.9,32.9
2796,2015,08,28,69-87,25.9,30.6,26.7,32.4
2797,2015,08,29,73-89,25.5,30.4,26.3,31.3
2798,2015,08,30,87-95,25.4,28.6,25.6,28.3
2799,2015,08,31,80-95,25.1,30.2,25.5,30.7
2800,2015,09,01,83-96,26.0,29.9,25.3,30.8
2801,2015,09,02,88-97,23.7,27.3,24.9,27.6
2802,2015,09,03,84-94,25.3,30.1,25.6,30.4
2803,2015,09,04,66-93,26.0,32.9,26.0,32.8
2804,2015,09,05,63-91,25.3,33.1,26.4,33.1
2805,2015,09,06,69-87,27.5,33.3,28.1,33.0
2806,2015,09,07,81-95,26.3,29.8,27.3,31.6
2807,2015,09,08,58-88,25.2,30.4,26.3,31.0
2808,2015,09,09,60-84,25.7,30.5,26.5,31.2
2809,2015,09,10,58-84,25.1,30.5,26.4,31.5
2810,2015,09,11,66-84,25.5,30.3,26.4,31.2
2811,2015,09,12,67-84,24.6,30.4,25.8,31.0
2812,2015,09,13,56-80,25.3,30.6,24.5,31.4
2813,2015,09,14,58-78,25.0,30.6,26.0,31.2
2814,2015,09,15,58-81,26.2,31.4,26.7,32.1
2815,2015,09,16,70-93,27.0,30.6,27.2,30.5
2816,2015,09,17,70-85,25.9,30.5,27.1,30.9
2817,2015,09,18,64-85,25.1,31.6,26.7,32.1
2818,2015,09,19,71-86,24.8,31.3,25.9,31.0
2819,2015,09,20,65-85,25.4,31.3,26.9,31.6
2820,2015,09,21,66-95,24.7,28.7,25.1,29.6
2821,2015,09,22,72-97,25.7,30.8,25.8,31.8
2822,2015,09,23,71-91,25.8,31.7,25.7,32.8
2823,2015,09,24,61-88,0.0,0.0,26.8,33.5
2824,2015,09,25,64-86,27.1,34.5,28.1,33.8
2825,2015,09,26,71-95,25.9,33.5,26.9,33.5
2826,2015,09,27,69-98,26.5,31.5,26.4,31.0
2827,2015,09,28,45-76,25.3,32.8,25.6,34.2
2828,2015,09,29,50-70,26.4,33.3,27.5,33.2
2829,2015,09,30,62-83,27.2,33.0,27.6,33.8
2830,2015,10,01,71-88,26.6,31.3,27.4,31.7
2831,2015,10,02,61-93,25.8,30.7,26.6,32.0
2832,2015,10,03,67-96,23.7,29.2,24.5,31.0
2833,2015,10,04,89-97,25.9,28.3,25.5,28.7
2834,2015,10,05,89-98,24.5,28.4,26.0,29.4
2835,2015,10,06,95-98,24.8,27.9,26.0,28.5
2836,2015,10,07,82-98,24.5,28.0,25.2,29.1
2837,2015,10,08,60-91,23.9,31.5,24.7,31.5
2838,2015,10,09,60-78,24.6,29.7,24.8,31.0
2839,2015,10,10,69-90,20.3,26.3,21.5,27.8
2840,2015,10,11,67-93,18.4,22.4,18.9,22.7
2841,2015,10,12,59-80,20.1,25.2,21.0,25.8
2842,2015,10,13,55-81,22.0,27.8,22.7,28.1
2843,2015,10,14,64-85,20.6,28.2,23.1,28.8
2844,2015,10,15,66-85,20.4,29.0,21.7,29.5
2845,2015,10,16,55-85,20.2,30.2,21.3,30.8
2846,2015,10,17,37-84,20.1,30.7,21.3,31.7
2847,2015,10,18,46-81,19.8,29.4,21.3,29.4
2848,2015,10,19,48-78,19.3,27.6,20.6,29.7
2849,2015,10,20,51-64,21.1,28.7,22.5,30.0
2850,2015,10,21,58-76,20.8,30.0,22.1,30.7
2851,2015,10,22,54-81,22.6,31.0,23.7,32.4
2852,2015,10,23,54-85,21.9,31.4,23.0,31.4
2853,2015,10,24,61-84,22.2,29.9,23.4,29.8
2854,2015,10,25,72-85,25.1,28.0,25.2,27.0
2855,2015,10,26,79-90,24.0,26.1,24.0,27.6
2856,2015,10,27,63-89,22.7,30.9,22.8,31.3
2857,2015,10,28,75-88,22.9,29.7,23.5,30.3
2858,2015,10,29,74-87,24.9,28.8,25.4,28.7
2859,2015,10,30,67-89,24.3,29.6,24.2,31.5
2860,2015,10,31,70-84,22.8,27.4,24.6,27.8
2861,2015,11,01,61-85,18.9,24.6,21.0,26.4
2862,2015,11,02,60-73,18.2,25.0,20.2,27.0
2863,2015,11,03,66-80,21.4,26.3,21.7,26.2
2864,2015,11,04,69-84,21.3,27.1,23.0,27.0
2865,2015,11,05,68-86,24.0,28.3,24.4,28.6
2866,2015,11,06,78-88,24.6,26.9,25.0,26.7
2867,2015,11,07,77-88,25.0,28.2,25.4,28.4
2868,2015,11,08,74-89,23.7,29.5,24.2,30.2
2869,2015,11,09,68-91,23.2,31.0,23.7,30.9
2870,2015,11,10,76-86,22.9,26.6,24.0,26.3
2871,2015,11,11,74-91,22.1,25.8,21.9,25.9
2872,2015,11,12,81-91,23.0,24.2,23.0,24.5
2873,2015,11,13,82-97,20.4,25.8,21.9,26.3
2874,2015,11,14,75-90,20.7,27.3,21.4,28.2
2875,2015,11,15,85-96,23.5,25.1,24.3,25.5
2876,2015,11,16,87-98,23.7,26.7,24.1,27.9
2877,2015,11,17,83-95,23.3,30.1,23.6,29.3
2878,2015,11,18,68-95,22.1,30.2,22.4,30.7
2879,2015,11,19,73-92,22.6,28.6,22.6,28.9
2880,2015,11,20,78-85,24.0,26.1,24.0,26.1
2881,2015,11,21,73-83,23.2,26.5,24.0,26.5
2882,2015,11,22,67-84,23.7,28.3,24.3,28.8
2883,2015,11,23,65-87,23.2,28.7,23.5,29.4
2884,2015,11,24,62-83,22.1,26.4,23.3,27.1
2885,2015,11,25,59-86,16.9,25.6,18.3,27.1
2886,2015,11,26,33-68,13.9,21.5,15.9,23.2
2887,2015,11,27,49-68,13.1,20.7,14.1,20.7
2888,2015,11,28,60-75,17.3,22.9,19.1,23.9
2889,2015,11,29,67-84,18.5,25.5,19.8,25.4
2890,2015,11,30,63-83,18.6,25.2,18.5,26.2
2891,2015,12,01,71-82,20.9,24.2,21.9,24.4
2892,2015,12,02,73-85,20.9,25.7,22.0,26.8
2893,2015,12,03,68-88,17.6,21.5,19.2,22.7
2894,2015,12,04,68-81,17.4,19.3,18.4,21.0
2895,2015,12,05,72-96,14.7,20.7,15.8,20.3
2896,2015,12,06,65-93,13.8,16.9,15.9,18.6
2897,2015,12,07,65-76,13.2,19.3,15.6,20.6
2898,2015,12,08,73-88,16.0,18.1,17.6,19.6
2899,2015,12,09,84-98,16.2,18.0,17.2,19.4
2900,2015,12,10,77-97,16.6,21.4,18.0,22.2
2901,2015,12,11,64-81,17.0,22.4,16.7,22.9
2902,2015,12,12,80-85,18.9,20.6,19.6,21.2
2903,2015,12,13,82-88,19.5,21.1,19.4,21.9
2904,2015,12,14,74-91,18.2,21.8,19.4,23.3
2905,2015,12,15,59-76,15.2,19.6,15.9,21.8
2906,2015,12,16,37-64,12.8,17.7,13.7,18.9
2907,2015,12,17,31-47,9.4,15.5,11.8,16.9
2908,2015,12,18,33-60,9.0,17.0,9.9,18.6
2909,2015,12,19,53-74,10.0,19.4,12.7,19.7
2910,2015,12,20,58-96,15.6,18.0,16.9,18.7
2911,2015,12,21,68-95,16.3,23.4,17.1,22.9
2912,2015,12,22,82-93,18.2,21.0,18.8,21.6
2913,2015,12,23,87-95,18.3,23.7,18.2,23.7
2914,2015,12,24,83-97,20.8,27.1,21.6,27.7
2915,2015,12,25,63-94,14.3,21.7,16.2,22.0
2916,2015,12,26,70-80,14.8,19.7,17.1,20.3
2917,2015,12,27,79-91,14.9,17.4,17.0,19.4
2918,2015,12,28,71-78,15.4,18.4,16.8,19.0
2919,2015,12,29,67-83,15.7,20.1,16.1,19.5
2920,2015,12,30,67-92,14.5,19.4,15.8,19.7
2921,2015,12,31,60-82,14.3,20.2,15.2,20.8
2922,2016,01,01,64-81,15.6,21.8,16.4,21.9
2923,2016,01,02,68-91,14.5,21.9,16.0,23.0
2924,2016,01,03,88-98,17.4,20.1,17.7,20.9
2925,2016,01,04,83-96,19.2,22.7,19.3,24.3
2926,2016,01,05,92-98,18.5,21.8,19.5,22.8
2927,2016,01,06,67-98,18.6,24.9,19.0,26.6
2928,2016,01,07,69-86,16.4,21.3,16.3,21.6
2929,2016,01,08,64-87,14.1,21.3,15.1,22.6
2930,2016,01,09,73-83,16.2,20.2,16.7,19.7
2931,2016,01,10,78-97,17.2,18.4,17.4,19.1
2932,2016,01,11,78-99,16.2,20.8,16.7,21.8
2933,2016,01,12,72-88,15.2,17.9,16.6,19.4
2934,2016,01,13,67-84,13.1,19.2,13.7,20.2
2935,2016,01,14,73-94,14.5,18.4,15.4,18.5
2936,2016,01,15,93-98,13.8,15.6,14.8,16.5
2937,2016,01,16,92-98,15.3,17.5,15.9,17.8
2938,2016,01,17,75-99,14.2,19.9,15.0,22.3
2939,2016,01,18,70-84,10.9,16.7,11.2,18.2
2940,2016,01,19,70-83,14.3,17.2,15.6,18.2
2941,2016,01,20,80-96,14.5,16.6,15.1,17.1
2942,2016,01,21,93-97,14.7,16.5,15.0,17.3
2943,2016,01,22,83-97,8.7,14.9,10.6,15.7
2944,2016,01,23,64-79,6.3,9.2,7.2,10.6
2945,2016,01,24,44-85,2.9,6.5,3.7,7.3
2946,2016,01,25,33-58,3.8,10.5,4.2,12.8
2947,2016,01,26,42-80,4.3,12.4,6.4,14.2
2948,2016,01,27,81-96,7.9,15.7,9.9,16.7
2949,2016,01,28,93-99,14.9,16.9,15.2,18.5
2950,2016,01,29,92-99,15.8,18.4,16.3,18.5
2951,2016,01,30,77-95,15.8,20.9,16.0,21.6
2952,2016,01,31,82-93,15.0,16.0,15.5,16.4
2953,2016,02,01,80-98,9.2,15.4,10.9,16.0
2954,2016,02,02,72-84,7.0,9.6,9.7,11.8
2955,2016,02,03,72-83,8.7,13.4,11.1,14.4
2956,2016,02,04,62-86,11.4,20.3,13.1,20.6
2957,2016,02,05,54-82,11.3,18.8,12.1,20.0
2958,2016,02,06,30-52,11.0,17.5,11.8,18.7
2959,2016,02,07,21-63,7.2,18.6,9.7,19.9
2960,2016,02,08,30-74,4.0,20.5,7.0,20.8
2961,2016,02,09,42-66,6.5,22.0,10.1,22.8
2962,2016,02,10,46-75,13.9,18.5,14.8,18.0
2963,2016,02,11,77-96,16.3,25.1,14.8,23.9
2964,2016,02,12,91-98,17.5,21.1,18.8,22.5
2965,2016,02,13,77-95,19.1,25.9,22.0,24.5
2966,2016,02,14,63-97,15.9,27.3,17.7,26.7
2967,2016,02,15,58-74,9.8,15.9,11.7,17.7
2968,2016,02,16,56-70,9.7,14.1,11.1,16.0
2969,2016,02,17,68-96,10.5,13.0,11.1,14.2
2970,2016,02,18,78-96,10.7,14.1,11.7,15.3
2971,2016,02,19,82-98,13.5,15.3,14.7,16.7
2972,2016,02,20,50-97,11.8,19.9,13.4,20.9
2973,2016,02,21,71-84,12.2,15.1,13.8,15.6
2974,2016,02,22,84-97,14.5,17.9,14.5,18.7
2975,2016,02,23,81-99,12.3,16.3,13.3,17.8
2976,2016,02,24,70-88,11.4,14.5,12.5,16.4
2977,2016,02,25,67-80,12.6,16.0,14.0,17.3
2978,2016,02,26,69-85,13.0,16.7,14.2,18.7
2979,2016,02,27,71-88,13.3,19.2,14.2,19.8
2980,2016,02,28,59-84,9.5,21.7,11.9,22.4
2981,2016,02,29,35-82,9.2,24.6,10.8,26.0
2982,2016,03,01,58-82,13.4,20.0,14.2,20.3
2983,2016,03,02,51-87,13.3,20.6,14.3,21.3
2984,2016,03,03,55-89,11.8,24.2,13.1,25.2
2985,2016,03,04,75-87,15.9,24.5,16.8,24.1
2986,2016,03,05,69-85,18.3,23.2,18.3,24.4
2987,2016,03,06,64-89,17.3,27.0,18.3,26.7
2988,2016,03,07,86-94,16.6,20.4,17.7,22.3
2989,2016,03,08,89-95,19.1,23.3,19.1,24.1
2990,2016,03,09,89-98,16.9,22.9,17.2,24.2
2991,2016,03,10,81-98,9.3,17.0,10.6,17.5
2992,2016,03,11,68-86,8.5,12.5,10.4,14.8
2993,2016,03,12,77-94,11.3,14.0,12.6,14.8
2994,2016,03,13,93-98,14.0,17.3,14.5,18.3
2995,2016,03,14,77-95,13.7,15.9,14.2,17.4
2996,2016,03,15,66-90,13.4,15.3,13.9,16.0
2997,2016,03,16,87-96,13.5,16.4,14.0,16.9
2998,2016,03,17,96-98,15.9,18.7,16.3,18.9
2999,2016,03,18,91-100,17.6,20.9,18.1,24.2
3000,2016,03,19,85-99,18.9,24.8,20.7,26.2
3001,2016,03,20,83-98,17.6,22.2,17.8,24.4
3002,2016,03,21,88-99,16.2,18.9,16.5,20.1
3003,2016,03,22,94-98,15.8,18.0,16.2,17.8
3004,2016,03,23,94-99,17.3,20.5,17.5,22.2
3005,2016,03,24,95-99,12.8,18.1,13.5,17.8
3006,2016,03,25,56-96,9.6,16.3,11.0,16.8
3007,2016,03,26,53-83,7.9,20.0,8.8,20.9
3008,2016,03,27,28-76,10.4,21.9,11.7,23.1
3009,2016,03,28,48-82,10.7,19.7,12.7,20.1
3010,2016,03,29,48-71,13.8,20.4,15.4,21.2
3011,2016,03,30,68-91,17.4,22.8,18.6,23.7
3012,2016,03,31,71-95,17.0,26.2,17.9,27.3
3013,2016,04,01,73-96,19.6,26.5,19.8,28.2
3014,2016,04,02,80-95,19.7,24.8,20.5,24.7
3015,2016,04,03,73-95,20.0,27.6,20.6,27.5
3016,2016,04,04,73-95,21.2,28.8,20.5,28.0
3017,2016,04,05,87-96,0.0,0.0,19.2,27.0
3018,2016,04,06,80-97,21.3,27.3,21.0,28.8
3019,2016,04,07,79-96,22.0,27.5,23.1,27.9
3020,2016,04,08,77-97,22.4,28.8,23.8,27.4
3021,2016,04,09,80-92,23.8,27.9,24.5,26.5
3022,2016,04,10,84-97,21.3,26.9,21.8,25.9
3023,2016,04,11,87-95,20.1,22.6,20.0,24.1
3024,2016,04,12,88-99,19.7,22.0,19.6,22.3
3025,2016,04,13,93-100,20.9,25.9,21.3,25.2
3026,2016,04,14,96-99,21.1,23.8,22.3,26.4
3027,2016,04,15,95-98,20.7,24.0,21.2,24.7
3028,2016,04,16,77-99,20.7,29.1,21.4,28.0
3029,2016,04,17,83-98,23.1,29.5,24.7,28.3
3030,2016,04,18,78-97,21.0,27.0,21.3,27.3
3031,2016,04,19,80-90,19.2,21.0,20.1,21.8
3032,2016,04,20,83-94,20.0,24.0,20.2,24.5
3033,2016,04,21,74-97,21.2,28.6,21.6,29.6
